product_id,product_name,category,subcategory,brand,cost_price,price,current_stock,reorder_level
PROD00910,Oura Ring Gen3,Electronics,Wearables & Smart Devices,HP,314.75,508.99,100,50
PROD00911,Winter Parka,Clothing,Jackets & Outerwear,Uniqlo,60.98,145.51,100,50
PROD00912,Training Jacket,Sports,Sportswear & Accessories,Wilson,618.23,942.13,200,50
PROD00913,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Bose,397.98,776.52,200,50
PROD00914,Kayak,Sports,Water Sports,Adidas,63.19,106.59,200,100
PROD00915,IKEA Dining Table,Home & Garden,Furniture,Wayfair,981.93,1837.01,300,100
PROD00916,Cocktail Dress,Clothing,Dresses & Skirts,Adidas,32.32,50.97,100,30
PROD00917,Cookware Set,Home & Garden,Kitchen & Dining,Bosch,1051.43,1577.78,100,50
PROD00918,Data Science for Dummies,Books,Educational & Textbooks,Scholastic,6.55,10.31,80,20
PROD00919,Watchmen,Books,Comics & Graphic Novels,Random House,40.64,71.79,50,50
PROD00920,Cocktail Dress,Clothing,Dresses & Skirts,Puma,20.11,38.78,50,40
PROD00921,Sleeping Bag,Sports,Outdoor Sports,Spalding,499.82,731.35,400,50
PROD00922,Adidas Soccer Ball,Sports,Team Sports,Adidas,20.47,40.9,200,150
PROD00923,Winter Parka,Clothing,Jackets & Outerwear,Zara,97.27,192.52,200,20
PROD00924,MacBook Pro 16,Electronics,Laptops & Computers,Sony,1143.0,1719.17,300,150
PROD00925,Formal Blue Shirt,Clothing,Shirts & Tops,Zara,38.7,59.43,200,50
PROD00926,Maus,Books,Comics & Graphic Novels,HarperCollins,17.68,33.7,100,20
PROD00927,Hiking Backpack,Sports,Outdoor Sports,Decathlon,326.38,513.17,300,50
PROD00928,Nike Air Force 1,Clothing,Footwear,Uniqlo,24.72,51.94,200,60
PROD00929,Adidas Soccer Ball,Sports,Team Sports,Nike,464.44,836.45,200,100
PROD00930,Apple Watch Series 9,Electronics,Wearables & Smart Devices,Bose,1873.99,2868.99,500,50
PROD00931,Beats Studio Pro,Electronics,Audio & Headphones,Apple,464.83,768.08,200,150
PROD00932,Garden Umbrella,Home & Garden,Outdoor & Patio,Bosch,367.6,692.26,100,150
PROD00933,Sony Alpha A7 IV,Electronics,Cameras & Accessories,Google,1793.65,2810.11,200,50
PROD00934,Sony WH-1000XM5,Electronics,Audio & Headphones,Canon,598.61,1147.61,100,100
PROD00935,Charlotte's Web,Books,Children’s Books,HarperCollins,10.05,18.46,50,25
PROD00936,Patio Furniture Set,Home & Garden,Outdoor & Patio,Stanley,824.16,1078.25,100,50
PROD00937,Classic White Shirt,Clothing,Shirts & Tops,Adidas,78.03,169.78,100,50
PROD00938,Swimming Goggles,Sports,Water Sports,Spalding,147.43,220.2,400,150
PROD00939,Beats Studio Pro,Electronics,Audio & Headphones,Google,332.56,523.27,200,100
PROD00940,Patio Furniture Set,Home & Garden,Outdoor & Patio,Wayfair,1270.56,2117.57,300,150
PROD00941,Toolbox Kit,Home & Garden,Tools & DIY,Stanley,159.75,293.16,100,100
PROD00942,Training Jacket,Sports,Sportswear & Accessories,Nike,357.02,688.53,400,150
PROD00943,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Samsung,724.91,1204.35,500,50
PROD00944,Bookshelf,Home & Garden,Furniture,Wayfair,1402.8,2663.28,200,50
PROD00945,Yoga Pants,Sports,Sportswear & Accessories,Decathlon,340.61,545.96,200,150
PROD00946,Denim Shirt,Clothing,Shirts & Tops,Puma,75.42,164.4,50,20
PROD00947,Table Lamp,Home & Garden,Home Decor,Stanley,750.56,1349.38,200,150
PROD00948,Green Eggs and Ham,Books,Children’s Books,Penguin,40.83,78.42,80,40
PROD00949,Harry Potter,Books,Fiction,HarperCollins,36.69,71.53,90,25
PROD00950,Casual Polo Shirt,Clothing,Shirts & Tops,Zara,57.89,117.13,50,40
PROD00951,Google Pixel 9 Pro,Electronics,Smartphones & Tablets,Fitbit,1214.94,2276.02,400,100
PROD00952,Graphic T-Shirt,Clothing,Shirts & Tops,Levi's,24.87,40.34,200,20
PROD00953,Fitbit Charge 6,Electronics,Wearables & Smart Devices,Google,1138.12,2227.33,400,150
PROD00954,Introduction to Psychology,Books,Educational & Textbooks,Random House,46.85,78.7,60,25
PROD00955,Toolbox Kit,Home & Garden,Tools & DIY,Bosch,771.33,1249.51,100,150
PROD00956,Summer Maxi Dress,Clothing,Dresses & Skirts,Levi's,121.19,259.4,50,60
PROD00957,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Bose,1085.56,2028.79,100,150
PROD00958,Pleated Skirt,Clothing,Dresses & Skirts,Uniqlo,80.12,194.52,100,40
PROD00959,Camping Stove,Sports,Outdoor Sports,Wilson,72.57,126.96,300,100
PROD00960,Vans Old Skool,Clothing,Footwear,Levi's,123.65,232.65,50,60
PROD00961,Fitbit Charge 6,Electronics,Wearables & Smart Devices,Samsung,1369.63,2249.0,100,150
PROD00962,Denim Shirt,Clothing,Shirts & Tops,H&M,36.47,85.95,50,40
PROD00963,Batman: Year One,Books,Comics & Graphic Novels,Scholastic,32.89,58.38,60,40
PROD00964,iPad Pro 12.9,Electronics,Smartphones & Tablets,Google,626.45,969.18,400,100
PROD00965,Treadmill,Sports,Fitness & Gym Equipment,Decathlon,79.56,132.79,100,50
PROD00966,Graphic T-Shirt,Clothing,Shirts & Tops,Zara,45.41,110.18,200,50
PROD00967,Summer Maxi Dress,Clothing,Dresses & Skirts,Puma,189.14,396.22,300,40
PROD00968,Training Jacket,Sports,Sportswear & Accessories,Spalding,84.98,137.29,100,150
PROD00969,Denim Shirt,Clothing,Shirts & Tops,Puma,160.19,398.67,60,30
PROD00970,GoPro Hero 12,Electronics,Cameras & Accessories,Samsung,523.77,1002.62,500,100
PROD00971,Spider-Man: Blue,Books,Comics & Graphic Novels,Simon & Schuster,19.9,32.64,80,50
PROD00972,Cocktail Dress,Clothing,Dresses & Skirts,Nike,62.07,121.09,60,40
PROD00973,Sofa Set,Home & Garden,Furniture,IKEA,1042.52,1777.24,200,50
PROD00974,Dining Plate Set,Home & Garden,Kitchen & Dining,IKEA,679.78,915.7,300,100
PROD00975,Resistance Bands,Sports,Fitness & Gym Equipment,Adidas,264.01,430.69,200,150
PROD00976,Summer Maxi Dress,Clothing,Dresses & Skirts,Levi's,22.05,50.3,50,60
PROD00977,Windbreaker,Clothing,Jackets & Outerwear,Adidas,154.93,375.14,50,30
PROD00978,Resistance Bands,Sports,Fitness & Gym Equipment,Decathlon,691.05,1289.0,200,100
PROD00979,Casual Polo Shirt,Clothing,Shirts & Tops,Adidas,154.04,286.61,50,20
PROD00980,Adidas Soccer Ball,Sports,Team Sports,Wilson,89.16,157.45,300,100
PROD00981,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Sony,1052.13,1737.67,200,150
PROD00982,Green Eggs and Ham,Books,Children’s Books,Random House,16.9,32.26,70,30
PROD00983,Maus,Books,Comics & Graphic Novels,Penguin,16.23,29.36,50,25
PROD00984,Kayak,Sports,Water Sports,Puma,471.99,691.55,100,100
PROD00985,Oura Ring Gen3,Electronics,Wearables & Smart Devices,Samsung,567.92,1081.3,200,100
PROD00986,Exercise Bike,Sports,Fitness & Gym Equipment,Adidas,405.85,736.86,200,50
PROD00987,Levi's 501 Jeans,Clothing,Pants & Jeans,H&M,138.94,294.23,200,40
PROD00988,Beats Studio Pro,Electronics,Audio & Headphones,Google,1136.85,1896.99,200,150
PROD00989,To Kill a Mockingbird,Books,Fiction,Penguin,26.18,50.33,80,20
PROD00990,Kettlebell,Sports,Fitness & Gym Equipment,Decathlon,729.55,1060.48,100,150
PROD00991,The Alchemist,Books,Fiction,Penguin,28.0,51.07,100,30
PROD00992,Charlotte's Web,Books,Children’s Books,Penguin,40.06,63.01,80,40
PROD00993,IKEA Dining Table,Home & Garden,Furniture,Ashley Furniture,1087.48,1432.77,100,150
PROD00994,Green Eggs and Ham,Books,Children’s Books,Scholastic,18.05,30.38,200,20
PROD00995,Surfboard,Sports,Water Sports,Nike,695.99,1250.11,100,50
PROD00996,Area Rug,Home & Garden,Home Decor,Home Depot,158.27,287.02,300,100
PROD00997,Graphic T-Shirt,Clothing,Shirts & Tops,H&M,27.78,53.24,300,30
PROD00998,Sofa Set,Home & Garden,Furniture,Ashley Furniture,600.18,967.28,100,150
PROD00999,The Great Gatsby,Books,Fiction,Simon & Schuster,28.25,43.19,90,50
PROD01000,The Great Gatsby,Books,Fiction,HarperCollins,28.22,53.38,100,20
